,大卫·赫斯特,大卫·菲利普斯,大卫·怀特,李·查普曼,保罗·威尔金森,阿兰·希勒,埃里克·坎通纳,布莱恩·迪恩,莱斯·费迪南德,达利安·阿特金森,马克·罗宾斯,埃迪·麦戈德里克,约翰·威廉姆斯,莫·约翰斯通,马修·勒蒂希埃,沃伦·巴顿,彼得·比尔兹利,格雷厄姆·斯图尔特,马克·沃尔特斯,尼克·亨利,克里斯·基沃姆亚,加文·约翰逊,伯尼·斯拉文,迪恩·霍兹沃斯,埃里克·扬,米克·哈福德,鲁尔·福克斯,马克·休斯,加里·帕克,米奇·金,加里·班尼斯特,贡纳·哈勒,李·鲍维,伊恩·赖特,格雷姆·夏普,扬·莫尔比,罗伯特·瓦日查,巴里·霍恩,加里·斯皮德,马克·布莱特,迈克·米利根,伊恩·克鲁克,尼格尔·克拉夫,加雷斯·索斯盖特,安迪·伊姆佩,保罗·比斯利,大卫·巴德斯利,维尼·琼斯,埃迪·纽顿,丹尼·威尔逊,迪恩·桑德斯,克里斯·阿姆斯特朗,约翰·沃克,汤米·赖特,罗比·厄尔,伊恩·奥尔尼,戈登·杜里,安迪·辛顿,米歇尔·冯克,马克·阿特金斯,特迪·谢林汉姆,约翰·法沙努,威利·法尔科纳,瑞恩·吉格斯,史蒂夫·布鲁斯,伊恩·多维,阿兰·克纳汉,杰森·多泽尔,彼得·恩德洛武,唐·哈奇森,迈克·谢伦,阿德里安·利特约翰,加里·潘里斯,斯图尔特·里普利,罗尼·罗森塔尔,史蒂夫·麦克马纳曼,布莱恩·麦克莱尔,保罗·默森,安迪·汤森,米克·奎因,约翰·亨德里,加里·麦卡利斯特,凯文·加拉切尔,托尼·科蒂,尼埃尔·奎因,布拉德利·艾伦,克里斯·萨顿,尼尔·亚当斯,迈克·纽维尔,尼克·巴姆比,伊恩·拉什,德怀特·约克,罗德·华莱士,约翰·斯宾塞,安迪·科尔 ,罗伊·基恩,凯文·坎贝尔,达伦·安德顿,埃凡·埃科库,伊恩·马歇尔,马克·斯坦,保罗·因斯,克里斯·巴特-威廉斯,特雷沃·莫利,沃森·戈登,罗比·福勒,保罗·里德奥特,安德烈·坎切尔斯基,斯坦·科利莫尔,乌韦·罗斯勒,尤尔根·克林斯曼 ,罗伯特·李,托尼·耶博阿,迪昂·达布林 ,盖伊·惠廷汉姆,布莱恩·罗伊,朱利安·迪克斯,丹尼斯·博格坎普,约翰·哈特森,丹尼斯·怀斯 ,约翰·巴恩斯,邓肯·弗格森,萨沃·米洛舍维奇,诺埃尔·惠兰,保罗·斯科尔斯,迈克尔·欧文,奥莱·索尔斯克亚,哈塞尔巴因克,蒂姆·舍伍德,马库斯·盖尔,朱利安·约希姆,埃米尔·赫斯基 ,大卫·贝克汉姆 ,保罗·万乔普,保罗·迪卡尼奥 ,吉安弗兰科·佐拉,凯文·菲利普斯,蒂埃里·亨利,古斯塔沃·波耶特,特雷沃·辛克莱尔,詹姆斯·比蒂,马克·维杜卡,鲁德·范尼斯特鲁伊,哈里·科威尔,杰森·尤尔,尼古拉·阿内尔卡,罗比·基恩,罗伯特·皮雷斯,弗兰克·兰帕德,埃聚尔·古德约翰森,杰梅因·迪福 ,克雷格·贝拉米,韦恩·鲁尼,雅库布,路易斯·萨哈,克里斯蒂亚诺·罗纳尔多,史蒂文·杰拉德,凯文·戴维斯,迪迪埃·德罗巴,达伦·本特,埃曼纽尔·阿德巴约,彼得·克劳奇,费尔南多·托雷斯,迪米塔尔·贝尔巴托夫,卡洛斯·特维斯,罗宾·范佩西,加布里埃尔·阿邦拉霍,凯文·诺兰,路易斯·苏亚雷斯,塞尔吉奥·阿圭罗,丹尼尔·斯图里奇,罗梅卢·卢卡库,哈里·凯恩,奧利弗·吉鲁,埃登·阿扎尔,杰米·瓦尔迪,萨迪奥·马内,拉希姆·斯特林,穆罕默德·萨拉赫,克里斯蒂安·本特克
Feb-95,0,0,25,23,0,73,45,32,50,22,22,0,0,0,53,0,39,0,0,0,21,0,0,40,0,0,22,32,0,0,0,0,0,50,16,0,0,0,19,40,0,0,17,0,0,0,0,0,0,0,39,17,0,0,16,0,0,0,0,0,47,20,0,23,0,22,0,0,22,0,18,0,17,0,0,0,0,0,0,25,0,16,18,38,21,19,46,0,19,18,35,0,27,23,45,0,22,0,24,0,16,17,16,0,0,33,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-95,0,0,25,23,0,77,45,32,54,22,22,0,0,0,53,0,40,0,0,0,21,0,0,41,0,16,22,35,0,0,0,0,0,50,0,0,0,0,19,40,0,0,17,0,0,0,0,0,0,0,39,18,0,0,0,0,0,0,0,0,48,20,0,23,0,23,0,0,25,0,18,0,17,0,0,0,0,0,0,25,0,17,18,40,21,19,46,0,19,19,36,0,28,23,50,0,22,0,24,0,19,18,16,0,0,34,22,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-95,0,0,25,23,0,79,45,34,56,22,23,0,0,0,57,0,42,0,0,0,21,0,0,41,0,0,22,35,0,0,0,0,0,56,0,0,0,0,20,41,0,0,0,0,0,0,0,0,0,0,39,20,0,0,0,0,0,0,0,0,51,20,0,23,0,25,0,0,26,0,18,0,0,0,0,0,0,17,0,25,0,18,19,41,21,19,48,0,19,19,40,0,28,23,52,0,22,0,24,0,20,19,0,0,17,37,22,23,21,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-95,0,0,25,23,0,81,45,35,60,22,24,0,0,0,59,0,43,0,0,0,21,0,0,43,0,0,23,35,0,0,0,0,0,56,0,0,0,0,20,42,0,0,0,0,0,0,0,0,0,0,39,23,0,0,0,0,0,0,0,0,53,20,0,23,0,25,0,0,29,0,18,0,17,0,0,0,0,0,0,25,0,19,19,41,22,19,48,0,19,20,40,0,28,23,55,0,22,0,24,0,21,19,0,0,18,37,23,23,22,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-95,0,0,26,23,0,84,45,35,64,22,24,0,0,0,62,0,45,0,0,0,21,0,0,46,0,0,23,36,0,0,0,0,0,58,0,0,0,0,21,42,0,0,0,0,0,0,0,0,0,0,39,23,0,0,18,0,0,0,0,0,54,20,0,23,0,25,0,0,30,0,18,0,0,0,0,0,0,0,0,25,0,19,19,41,22,19,48,0,19,21,40,0,28,23,56,0,23,0,25,0,21,19,0,0,0,38,23,23,23,22,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-95,0,0,26,23,0,88,45,35,68,22,24,0,0,0,62,0,46,0,0,0,21,0,0,47,0,0,23,38,0,0,0,0,0,61,0,0,0,0,22,44,0,0,0,0,0,0,0,0,0,0,39,23,0,0,19,0,0,0,0,0,61,20,0,25,0,25,0,0,31,0,0,0,0,0,0,0,0,0,0,25,0,19,19,41,22,19,48,0,19,23,40,0,28,25,56,0,23,0,25,0,21,19,0,0,19,43,26,23,24,22,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-95,0,0,26,23,0,91,46,35,73,22,24,0,0,0,62,0,46,0,0,0,21,0,0,47,0,0,23,39,0,0,0,0,0,63,0,0,0,0,22,44,0,0,0,0,0,0,0,0,0,0,39,25,0,0,19,0,0,0,0,0,61,20,0,26,0,27,0,0,31,0,0,0,0,0,0,0,0,0,0,25,0,22,19,42,22,19,48,0,20,23,42,0,28,25,57,0,23,0,25,0,21,19,0,0,20,47,27,23,24,22,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-95,0,0,26,23,0,94,47,37,75,22,24,0,0,0,63,0,47,0,0,0,21,0,0,47,0,0,24,39,0,0,0,0,0,63,0,0,0,0,22,46,0,0,0,0,0,0,0,0,0,0,39,27,0,0,0,0,0,0,0,0,63,20,0,28,0,27,0,0,31,0,0,0,0,0,0,0,0,19,0,25,0,22,0,44,23,0,48,0,21,24,43,19,28,25,58,0,23,0,25,0,21,0,0,0,20,48,28,26,24,22,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-95,24,0,26,23,0,100,49,38,78,22,24,0,0,0,63,0,47,21,0,0,21,0,0,50,0,0,25,39,0,0,0,0,0,66,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,28,0,0,23,0,0,0,0,0,66,0,0,29,0,28,0,0,32,0,0,0,0,0,0,0,0,21,0,25,0,23,0,46,23,0,48,0,22,26,43,21,29,28,61,0,24,0,27,0,21,0,0,0,0,53,29,28,26,23,0,23,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-96,26,0,26,23,0,102,50,38,79,22,24,0,0,0,63,0,48,22,0,0,21,0,0,51,0,0,26,39,0,0,0,0,0,67,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,31,0,0,23,0,0,0,0,0,67,0,0,29,0,30,0,0,32,0,0,0,0,0,0,0,0,22,0,25,0,23,0,47,25,0,48,0,22,27,44,22,29,30,62,0,25,0,28,0,21,0,0,0,0,58,29,29,29,25,0,23,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-96,26,0,26,23,0,105,52,38,81,22,24,0,0,0,63,0,48,23,0,0,21,0,0,51,0,0,26,39,0,0,0,0,0,67,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,32,0,0,23,0,0,0,0,0,67,0,0,30,0,30,0,0,32,0,0,0,0,0,0,0,0,22,0,25,0,23,0,48,27,0,48,0,22,27,44,27,29,31,64,0,25,0,28,0,21,0,0,0,0,59,29,30,31,26,0,23,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-96,27,0,26,23,0,109,56,40,82,22,24,0,0,0,63,0,48,24,0,0,21,0,0,53,0,0,29,39,0,0,0,0,0,68,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,34,0,0,23,0,0,0,0,0,69,0,0,30,0,33,0,0,32,0,0,0,0,0,0,0,0,22,0,25,0,23,0,49,30,0,48,0,22,27,44,29,29,32,64,0,25,0,29,0,0,0,0,0,21,62,29,33,32,26,0,23,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-96,28,0,26,23,0,112,59,42,84,22,24,0,0,0,66,0,50,24,0,0,0,0,0,53,0,0,29,43,0,0,0,0,0,71,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,37,0,0,27,0,0,0,0,0,69,0,0,33,0,33,0,0,34,0,0,0,0,0,0,0,0,22,0,25,0,24,21,51,30,0,48,0,22,27,44,31,29,35,65,0,25,0,31,0,21,0,0,0,0,65,29,38,36,28,0,24,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-96,28,0,26,23,0,112,59,42,85,22,24,0,0,0,66,0,51,24,0,0,21,0,0,53,0,0,29,43,0,0,0,0,0,71,0,0,0,0,22,49,0,0,0,0,0,0,0,0,0,0,39,38,0,0,27,0,0,0,0,0,69,0,0,34,0,33,0,0,34,0,0,0,0,0,0,0,0,22,0,25,0,24,0,51,30,0,48,0,22,27,45,31,29,36,66,0,25,0,31,0,0,0,0,0,21,65,29,38,36,29,0,24,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-96,28,0,26,23,0,114,60,42,85,22,24,0,0,0,67,0,51,24,0,0,0,0,0,53,0,0,29,43,0,0,0,0,0,72,0,0,0,0,23,49,0,0,0,0,0,0,0,0,0,0,39,40,0,0,27,0,0,0,0,0,70,0,0,34,0,33,0,0,34,0,0,0,0,0,0,0,0,22,0,25,0,25,0,51,32,0,48,0,22,27,45,31,29,36,66,0,28,0,31,0,0,0,0,0,21,66,29,38,36,29,0,24,24,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-96,28,0,26,23,0,117,63,42,91,22,24,0,0,0,70,0,52,25,0,0,0,0,0,53,0,0,29,43,0,0,0,0,0,77,0,0,0,0,23,49,0,0,0,0,0,0,0,0,0,0,40,41,0,0,30,0,0,0,0,0,70,0,0,35,0,33,0,0,34,0,0,0,0,0,0,0,0,24,0,25,0,25,0,51,32,0,50,0,22,28,45,34,29,36,66,0,29,0,35,0,0,0,0,0,22,67,29,39,38,29,0,24,24,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-96,28,0,26,23,0,119,63,42,92,22,24,0,0,0,73,0,52,26,0,0,0,0,0,53,0,0,30,44,0,0,0,0,0,80,0,0,0,0,24,49,0,0,0,0,0,0,0,0,0,0,41,42,0,0,32,0,0,0,0,0,72,0,0,35,0,33,0,0,34,0,0,0,0,0,0,0,0,24,0,25,0,25,0,51,32,0,50,0,22,28,45,35,31,36,66,0,29,0,37,0,0,0,0,0,22,69,29,39,38,29,0,24,24,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-96,28,0,26,23,0,121,63,43,92,0,24,0,0,0,74,0,55,28,0,0,0,0,0,53,0,0,30,44,0,0,0,0,0,83,0,0,0,0,28,49,0,0,0,0,0,0,0,0,0,0,41,43,0,0,34,0,0,0,0,0,73,0,0,35,0,33,0,0,34,0,0,0,0,0,0,23,0,25,0,25,0,26,23,51,32,0,53,0,22,29,45,38,31,36,66,0,29,0,37,0,0,0,0,0,0,70,29,41,39,29,0,25,24,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-96,28,0,26,23,0,125,66,45,94,0,24,0,0,0,75,0,55,29,0,0,0,0,0,55,0,0,30,47,0,0,0,0,0,86,0,0,0,0,28,49,0,0,0,0,0,0,0,0,0,0,41,43,0,0,34,0,0,0,0,0,74,0,0,35,0,33,0,0,34,0,0,0,0,0,0,24,0,27,0,25,0,29,24,51,32,0,54,0,0,30,46,42,31,36,67,0,30,0,40,0,0,0,0,0,23,76,29,42,42,29,0,27,24,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-97,29,0,26,0,0,129,66,45,97,0,24,0,0,0,76,0,55,29,0,0,0,0,0,55,0,0,30,47,0,0,0,0,0,88,0,0,0,0,29,49,0,0,0,0,0,0,0,0,0,0,41,43,0,0,34,0,0,0,0,0,74,0,0,37,0,33,0,0,34,0,0,0,0,0,0,24,0,28,0,25,0,29,25,51,32,0,57,0,0,30,48,43,31,36,68,0,31,0,40,0,0,0,0,0,23,77,29,42,43,29,0,28,24,37,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-97,32,0,26,23,0,132,67,45,98,0,24,0,0,0,77,0,55,29,0,0,0,0,0,55,0,0,30,47,0,0,0,0,0,88,0,0,0,0,29,49,0,0,0,0,0,0,0,0,0,0,41,43,0,0,34,0,0,0,0,0,75,0,0,37,0,33,0,0,34,0,0,0,0,0,0,24,0,28,0,25,0,29,26,51,32,0,58,0,0,31,48,45,31,36,69,0,31,0,40,0,0,0,0,0,0,78,29,42,46,29,0,28,24,37,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-97,34,0,26,23,0,132,68,45,98,0,25,0,0,0,78,0,56,29,0,0,0,0,0,56,0,0,30,50,0,0,0,0,0,90,0,0,0,0,30,49,0,0,0,0,0,0,0,0,0,0,42,43,0,0,34,0,0,0,0,0,76,0,0,37,0,33,0,0,34,0,0,0,0,0,0,25,0,28,0,25,0,29,31,51,32,0,59,0,0,31,48,46,32,36,70,0,31,0,42,0,0,0,0,0,23,81,29,42,47,29,0,29,24,38,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-97,34,0,26,23,0,136,70,46,99,0,25,0,0,0,78,0,56,29,0,0,0,0,0,57,0,0,30,51,0,0,0,0,0,92,0,0,0,0,31,49,0,0,0,0,0,0,0,0,0,0,42,43,0,0,34,0,0,0,0,0,76,0,0,37,0,33,0,0,35,0,0,0,0,0,0,26,0,28,0,25,0,29,31,51,32,0,59,0,0,31,48,48,32,36,72,0,31,0,42,0,0,0,0,0,0,83,29,42,47,29,0,29,24,41,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-97,34,0,26,0,0,137,70,47,101,0,25,0,0,0,79,0,56,29,0,0,0,0,0,58,0,0,30,51,0,0,0,0,0,94,0,0,0,0,31,49,0,0,0,0,0,0,0,0,0,0,42,43,0,0,34,0,0,0,0,0,76,0,0,37,0,33,0,0,35,0,0,0,0,0,0,26,0,28,0,25,0,30,31,51,32,0,59,0,0,32,48,48,32,36,72,0,31,0,42,0,0,0,0,0,23,83,29,42,48,29,0,29,24,42,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-97,34,0,26,0,0,137,70,47,104,0,25,0,0,0,79,0,57,30,0,0,0,0,0,58,0,0,31,52,0,0,0,0,0,97,0,0,0,0,32,49,0,0,0,0,0,0,0,0,0,0,42,43,0,0,34,0,0,0,0,0,77,0,0,37,0,33,0,0,35,0,0,0,0,0,0,27,0,28,0,25,0,30,36,51,32,0,65,0,0,32,48,50,34,36,73,0,31,0,43,24,0,0,0,0,0,83,29,42,49,29,0,29,0,45,0,24,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-97,34,0,26,0,0,137,70,47,104,0,25,0,0,0,79,0,58,31,0,0,0,0,0,58,0,0,31,54,0,0,0,0,0,102,0,0,0,0,34,49,0,0,0,0,0,0,0,0,0,0,42,44,0,0,35,0,0,0,0,0,77,0,0,37,0,33,0,0,35,0,0,0,0,0,0,28,0,28,0,25,0,30,37,51,32,0,67,0,0,32,48,51,37,36,73,0,31,0,45,25,0,0,0,0,0,85,29,42,49,29,0,30,0,46,24,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-97,36,0,26,0,0,137,70,47,104,0,25,0,0,0,79,0,58,31,0,0,0,0,0,59,0,0,31,54,0,0,0,0,0,103,0,0,0,0,34,49,0,0,0,0,0,0,0,0,0,0,42,45,0,0,36,0,0,0,0,0,79,0,0,39,0,33,0,0,35,0,0,0,0,0,0,29,0,28,0,25,0,30,37,51,32,0,69,0,0,32,48,51,37,36,77,0,31,0,45,26,0,0,0,0,0,88,29,42,49,29,0,30,0,46,0,0,0,33,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-97,38,0,26,0,0,137,70,47,104,0,0,0,0,0,81,0,58,31,0,0,0,0,0,59,0,0,31,56,0,0,0,0,0,103,0,0,0,0,36,49,0,0,0,0,0,0,0,0,0,0,42,45,0,0,36,0,0,0,0,0,83,0,0,39,0,33,0,0,35,0,0,0,0,0,0,31,0,28,0,0,0,30,38,51,32,0,69,0,0,32,48,52,40,36,79,0,31,0,45,28,0,0,0,0,0,89,29,42,49,29,0,31,0,49,27,0,0,33,29,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-97,38,0,26,0,0,137,70,47,104,0,0,0,0,0,82,0,58,31,0,0,0,0,0,59,0,0,31,56,0,0,0,0,0,104,0,0,0,0,37,49,0,0,0,0,0,0,0,0,0,0,42,45,0,0,37,0,0,0,0,0,84,0,0,40,0,33,0,0,35,0,0,0,0,0,0,34,0,28,0,0,0,30,41,51,32,0,71,0,0,32,48,52,40,36,83,0,31,0,45,28,0,0,0,0,0,92,29,42,52,29,0,31,0,50,27,0,0,33,30,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-98,38,0,26,0,0,137,70,47,104,0,0,0,0,0,82,0,58,31,0,0,0,0,0,59,0,0,32,57,0,0,0,0,0,104,0,0,0,0,38,49,0,0,0,0,0,0,0,0,0,0,42,45,0,0,37,0,0,0,0,0,84,0,0,42,0,33,0,0,35,0,0,0,0,0,0,34,0,28,0,0,0,30,44,52,32,0,72,0,0,34,48,52,41,36,83,0,31,0,45,28,0,0,0,0,0,92,29,42,52,29,0,31,0,53,27,0,0,35,31,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-98,42,0,26,0,0,137,70,47,104,0,0,0,0,0,83,0,58,31,0,0,0,0,0,59,0,0,33,57,0,0,0,0,0,104,0,0,0,0,38,49,0,0,0,0,0,0,0,0,0,0,42,46,0,0,37,0,0,0,0,0,84,0,0,44,0,33,0,0,35,0,0,0,0,0,0,34,0,28,0,0,0,30,44,53,32,0,75,0,0,34,48,53,42,36,84,0,31,0,45,28,0,0,0,0,0,92,29,42,54,29,0,31,0,56,27,0,0,35,31,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-98,42,0,0,0,0,138,70,47,104,0,0,0,0,0,87,0,58,31,0,0,0,0,0,59,0,0,33,57,0,0,0,0,0,104,0,0,0,0,38,49,0,0,0,0,0,0,0,0,0,0,42,47,0,0,37,0,0,0,0,0,84,0,0,44,0,33,0,0,35,0,0,0,0,0,0,37,0,28,0,0,0,30,45,53,32,0,75,0,0,34,48,55,42,36,84,0,31,0,45,28,0,0,0,0,0,92,29,42,54,29,0,32,0,56,27,0,0,36,32,0,28,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
